cited_author,wos-uid
"Freud, S",WOS:000534841200001
"Freud, Sigmund",WOS:000534841200001
"Mirowski, P.",WOS:000534841200001
"Freud, S.",WOS:000534841200001
"L?vi-Strauss, Claude.",WOS:000534841200001
"Caruth, Cathy",WOS:000534841200001
"Polzer, JP",WOS:000534841200001
"Freud, S",WOS:000534841200001
"Foucault, M.",WOS:000534841200001
"Freud, Sigmund",WOS:000534841200001
"Young, A",WOS:000534841200001
"Watters, E.",WOS:000534841200001
"Lacan, J.",WOS:000534841200001
"Rose, N.",WOS:000534841200001
"Eekhoff, J.",WOS:000534841200001
"Abi-Rached, Joelle M.",WOS:000534841200001
"Lacan, Jacques",WOS:000534841200001
"Casper, Monica J",WOS:000534841200001
"Seligman, M. E",WOS:000534841200001
"Beck, U.",WOS:000534841200001
"Adorno, Theodor W.",WOS:000534841200001
"Masson, J.",WOS:000534841200001
"Freud, S.",WOS:000534841200001
"Wilson, J",WOS:000534841200001
"Lacan, Jacques",WOS:000534841200001
"Wall, John",WOS:000632749600001
"Murris, Karin",WOS:000632749600001
"Straume, Ingerid S.",WOS:000632749600001
"Biesta, Gert",WOS:000632749600001
"Cassidy, Claire",WOS:000632749600001
"Tesar, Marek",WOS:000632749600001
"Bahler, Brock",WOS:000632749600001
"Kohan, Walter Omar",WOS:000632749600001
"Kennedy, David",WOS:000632749600001
"FLASHER, J",WOS:000632749600001
"Wall, John",WOS:000632749600001
"Speier, M",WOS:000632749600001
"Lippitz, W.",WOS:000632749600001
"Kohan, W.O",WOS:000632749600001
"Ennew, J.",WOS:000632749600001
"Eriksen, ThomasH.",WOS:000632749600001
"Biswas, T.",WOS:000632749600001
"Oswell, D.",WOS:000632749600001
HEIDEGGER M,WOS:000632749600001
"Eriksen, T. H.",WOS:000632749600001
"Heidegger, M",WOS:000632749600001
"Wall, J",WOS:000632749600001
Bonnardel,WOS:000632749600001
Su,WOS:000632749600001
"Biswas, Tanu.",WOS:000632749600001
"Beauvais, C.",WOS:000632749600001
"Kant, I.",WOS:000632749600001
"James, A.",WOS:000632749600001
Boyum,WOS:000632749600001
"Gopnik, Alison",WOS:000632749600001
WELSH T,WOS:000632749600001
"Schapiro, T.",WOS:000632749600001
"Thunberg, G.",WOS:000632749600001
"Ryff, Carol D.",WOS:000632055000001
"Grewal, Dhruv",WOS:000632055000001
"Sample, Matthew",WOS:000632055000001
"Kredlow, M. Alexandra",WOS:000632055000001
"Medaglia, John D.",WOS:000632055000001
"Dresler, Martin",WOS:000632055000001
"Mayor, Eric",WOS:000632055000001
"Bavelier, Daphne",WOS:000632055000001
"Weyandt, Lisa L.",WOS:000632055000001
"Schleim, Stephan",WOS:000632055000001
"Dubljevic, Veljko",WOS:000632055000001
"Farahany, Nita A.",WOS:000632055000001
"Yaden, D.B.",WOS:000632055000001
"d'Angelo, L-S Camilla",WOS:000632055000001
"VanderWeele, Tyler J.",WOS:000632055000001
"Specker, Jona",WOS:000632055000001
"Hopkins, Patrick D.",WOS:000632055000001
"Faber, Nadira S.",WOS:000632055000001
"Karok, Sophia",WOS:000632055000001
"Sattler, Sebastian",WOS:000632055000001
"Konrad-Bindl, Doris Susanne",WOS:000632055000001
"Allen, Bennett",WOS:000632055000001
"Zelli, Arnaldo",WOS:000632055000001
"Bruhl, Annette B.",WOS:000632055000001
"Sattler, Sebastian",WOS:000632055000001
"Sattler, Sebastian",WOS:000632055000001
"Robitaille, Caroline",WOS:000632055000001
"Battleday, R. M.",WOS:000632055000001
"Farah, Martha J.",WOS:000632055000001
"Sahakian, Barbara J.",WOS:000632055000001
"Allen, Anita L.",WOS:000632055000001
"Focquaert, Farah",WOS:000632055000001
"Rauthmann, John F.",WOS:000632055000001
"George, Sheba",WOS:000632055000001
"Fitz, Nicholas S.",WOS:000632055000001
"Schelle, Kimberly J.",WOS:000632055000001
"Sattler, Sebastian",WOS:000632055000001
"Franke, Andreas G.",WOS:000632055000001
"Dubljevic, Veljko",WOS:000632055000001
"Ragan, C. Ian",WOS:000632055000001
"Partridge, Bradley J.",WOS:000632055000001
"Graf, William D.",WOS:000632055000001
"Persson, Ingmar",WOS:000632055000001
"Forlini, Cynthia",WOS:000632055000001
"Scheske, Christel",WOS:000632055000001
"Diaz, Vanessa",WOS:000632055000001
"Lee, Woogul",WOS:000632055000001
"Caulfield, T.",WOS:000632055000001
"Smith, M. Elizabeth",WOS:000632055000001
"Lavault, Sophie",WOS:000632055000001
"Ghahremani, Dara G.",WOS:000632055000001
"Repantis, Dimitris",WOS:000632055000001
"Haeusser, Jan Alexander",WOS:000632055000001
"Morgan, Celia J. A.",WOS:000632055000001
"Bostrom, Nick",WOS:000632055000001
"Castriotta, Richard J.",WOS:000632055000001
"Marchant, Natalie L.",WOS:000632055000001
"Greely, Henry",WOS:000632055000001
"Beddington, John",WOS:000632055000001
"Buchanan, Allen",WOS:000632055000001
"Schermer, M.",WOS:000632055000001
"Novak, Scott P.",WOS:000632055000001
"Moll, Jorge",WOS:000632055000001
"Rockafellow, Bradley D.",WOS:000632055000001
"Groeneveld, Peter W.",WOS:000632055000001
"Kayser, B",WOS:000632055000001
"Savulescu, J",WOS:000632055000001
"Caulfield, T",WOS:000632055000001
"Caulfield, T",WOS:000632055000001
"Sandel, Michael J",WOS:000632055000001
"Kass, Leon R",WOS:000632055000001
"Frey, BS",WOS:000632055000001
"Ryan, RM",WOS:000632055000001
"DiLorenzo, TM",WOS:000632055000001
"Cole-Turner, Ronald",WOS:000632055000001
"ZIKA, S",WOS:000632055000001
"Dubljevic, V.",WOS:000632055000001
"Haslam, M.",WOS:000632055000001
"Jasanoff, S",WOS:000632055000001
"Brown, T.",WOS:000632055000001
"Buchanan, A",WOS:000632055000001
"Nelkin, D.",WOS:000632055000001
DEWEY J,WOS:000632055000001
"Sandel, MJ",WOS:000632055000001
"MacIntyre, Alasdair",WOS:000632055000001
"Vincent, NA",WOS:000632055000001
"Fukuyama, F.",WOS:000632055000001
"Juma, C.",WOS:000632055000001
DUBLJEVIC V,WOS:000632055000001
"Funk, C",WOS:000632055000001
"Baum, M.",WOS:000632055000001
PRIEST S,WOS:000632055000001
"Buchanan, A.",WOS:000632055000001
"Watson, Cate",WOS:000516404200001
"Bezemer, Pieter-Jan",WOS:000516404200001
"Nicholson, Gavin",WOS:000516404200001
"Walters, Geoff",WOS:000516404200001
"Watson, Cate",WOS:000516404200001
"Crow, Peter R.",WOS:000516404200001
"Tacon, Richard",WOS:000516404200001
"Judge, William Q.",WOS:000516404200001
"Brennan, Niamh M.",WOS:000516404200001
"Fenwick, Tara",WOS:000516404200001
"Freeman, Tim",WOS:000516404200001
"Young, Helen",WOS:000516404200001
"Jarzabkowski, Paula",WOS:000516404200001
"Pugliese, Amedeo",WOS:000516404200001
"Crow, Peter",WOS:000516404200001
"Michaud, Valerie",WOS:000516404200001
"Balogun, Julia",WOS:000516404200001
"McNulty, Terry",WOS:000516404200001
"Machold, Silke",WOS:000516404200001
"Saj, Phil",WOS:000516404200001
"Van Puyvelde, Stijn",WOS:000516404200001
"Boyd, Brian K.",WOS:000516404200001
"Jorgensen, Torben",WOS:000516404200001
"Fenwick, Tara",WOS:000516404200001
"James, Chris",WOS:000516404200001
"Cooren, Francois",WOS:000516404200001
"Smith, Wendy K.",WOS:000516404200001
"Hendry, Kevin P.",WOS:000516404200001
"Durisin, Boris",WOS:000516404200001
"Hodges, Matt",WOS:000516404200001
"Parker, Lee D.",WOS:000516404200001
"Parker, Lee David",WOS:000516404200001
"Leblanc, Richard",WOS:000516404200001
"Freeman, Tim",WOS:000516404200001
"Bury, Sophie",WOS:000516404200001
"MacLure, M",WOS:000516404200001
"Roberts, J",WOS:000516404200001
"Huse, M",WOS:000516404200001
"Maitlis, S",WOS:000516404200001
"Peck, Edward",WOS:000516404200001
"Jarzabkowski, P",WOS:000516404200001
"Sundaramurthy, C",WOS:000516404200001
"Samra-Fredericks, D",WOS:000516404200001
"Samra-Fredericks, D",WOS:000516404200001
"Cadbury, A",WOS:000516404200001
"Huse, M",WOS:000516404200001
"Davis, JH",WOS:000516404200001
"Whittington, R",WOS:000516404200001
"EISENHARDT, KM",WOS:000516404200001
"KOSNIK, RD",WOS:000516404200001
"MARCH, JG",WOS:000516404200001
"MARCH, JG",WOS:000516404200001
"Merton, Robert K.",WOS:000516404200001
"Pugliese, A.",WOS:000516404200001
"Ashburner, L.",WOS:000516404200001
"Hill, R.",WOS:000516404200001
"Whitehead, A. N.",WOS:000516404200001
"Cornforth, C.",WOS:000516404200001
"Langley, A.",WOS:000516404200001
"Jarzabkowski, P.",WOS:000516404200001
"Bryant, P.",WOS:000516404200001
Deleuze,WOS:000516404200001
"Nicolini, D.",WOS:000516404200001
"Leblanc, R",WOS:000516404200001
"Huse, M.",WOS:000516404200001
"Hough, A. D.",WOS:000516404200001
"Kouzim, A.",WOS:000516404200001
"Huse, M",WOS:000516404200001
"Berle, AA.",WOS:000516404200001
"Rescher, N.",WOS:000516404200001
BRANNEN P,WOS:000516404200001
"Taylor, BE",WOS:000516404200001
"Hung, H.",WOS:000516404200001
"Peck, E.",WOS:000516404200001
"Pettigrew, Andrew M.",WOS:000516404200001
"Ciplet, David",WOS:000560998000001
"Thiemann, Louis",WOS:000560998000001
"Broad, Garrett M.",WOS:000560998000001
"Bailey, Neil W.",WOS:000560998000001
"Millner, Naomi",WOS:000560998000001
"Herman, Agatha",WOS:000560998000001
"Slocum, Rachel",WOS:000560998000001
"Perz, Stephen G.",WOS:000560998000001
"Barnard, Alison M.",WOS:000560998000001
"Kneafsey, Moya",WOS:000560998000001
"Tornaghi, Chiara",WOS:000560998000001
"Paddock, Jessica",WOS:000560998000001
"Ferguson, Hazel",WOS:000560998000001
"Kymlicka, Will",WOS:000560998000001
"Williams, Andrew",WOS:000560998000001
"Plunkett, David",WOS:000560998000001
"Dowler, Elizabeth",WOS:000560998000001
"Myers, Justin Sean",WOS:000560998000001
"Montalvo, Marcelo Felipe Garzo",WOS:000560998000001
"Cadieux, Kirsten Valentine",WOS:000560998000001
"Loo, Clement",WOS:000560998000001
"Harrison, Jill Lindsey",WOS:000560998000001
"Alkon, A. H.",WOS:000560998000001
"McClintock, Nathan",WOS:000560998000001
"Agyeman, Julian",WOS:000560998000001
"Dixon, Beth A.",WOS:000560998000001
"Sbicca, Joshua",WOS:000560998000001
"Alkon, Alison Hope",WOS:000560998000001
"Clarke, John",WOS:000560998000001
"Mares, Teresa M.",WOS:000560998000001
"Heynen, Nik",WOS:000560998000001
"Schuppert, Fabian",WOS:000560998000001
"Gimenez, Eric Holt",WOS:000560998000001
"Young, IM",WOS:000560998000001
"Allen, Patricia",WOS:000560998000001
"Soja, EW",WOS:000560998000001
"Walker, Gordon",WOS:000560998000001
"Alkon, Alison Hope",WOS:000560998000001
"Caney, Simon",WOS:000560998000001
"Guthman, Julie",WOS:000560998000001
"Fraser, N",WOS:000560998000001
"Armaline, W.T.",WOS:000560998000001
"Glennie, C",WOS:000560998000001
"SINGER, P.",WOS:000560998000001
"Mama, D",WOS:000560998000001
"Sen, A.",WOS:000560998000001
"Pepper, Angie",WOS:000560998000001
"Donaldson, S.",WOS:000560998000001
"Sen, Amartya",WOS:000560998000001
"Poppendieck, J",WOS:000560998000001
"Gibson-Graham, JK.",WOS:000560998000001
"Pogge, T",WOS:000560998000001
"Penniman, L.",WOS:000560998000001
"Parfit, D.",WOS:000560998000001
"Sbicca, Joshua",WOS:000560998000001
"Twine, Richard",WOS:000560998000001
"Garner, R",WOS:000560998000001
"Slocum, Rachel.",WOS:000560998000001
"Pellow, D.N.",WOS:000560998000001
"Nussbaum, M. C.",WOS:000560998000001
"Rawls, John",WOS:000560998000001
"Fraser, N.",WOS:000560998000001
"Haraway, D. J.",WOS:000560998000001
"Holmgren, David",WOS:000560998000001
"Pogge, T.",WOS:000560998000001
"Plumwood, V.",WOS:000560998000001
"Baxter, B.",WOS:000560998000001
"Norrie, R.",WOS:000560998000001
"Harvey, D..",WOS:000560998000001
"Gottlieb, R.",WOS:000560998000001
"Bennett, J.",WOS:000560998000001
"Young, I.M.",WOS:000560998000001
"Broad, G.M.",WOS:000560998000001
"MASSEY, D.",WOS:000560998000001
"Nussbaum, MC",WOS:000560998000001
"Freire, Paulo",WOS:000560998000001
"Sutton, J",WOS:000560998000001
"Schlosberg, David",WOS:000560998000001
"Rodriguez, S.",WOS:000560998000001
"Furey, S.",WOS:000560998000001
"Latour, B",WOS:000560998000001
"Macleod, A.",WOS:000560998000001
"Lang, T.",WOS:000560998000001
"Caney, S.",WOS:000560998000001
"Reynolds, Kristin",WOS:000560998000001
"Fraser, N.",WOS:000560998000001
"Mol, Annemarie",WOS:000560998000001
"Vegter, Mira W.",WOS:000604958000001
"Price, Nathan D.",WOS:000604958000001
"Turakhia, Mintu P.",WOS:000604958000001
"Chen, Rui",WOS:000604958000001
"Vegter, M. W.",WOS:000604958000001
"Li, Xiao",WOS:000604958000001
"Jiang, Chao",WOS:000604958000001
"Chowkwanyun, Merlin",WOS:000604958000001
"Hall, Heather",WOS:000604958000001
"Vogt, Henrik",WOS:000604958000001
"van Gool, Alain J.",WOS:000604958000001
"Sharon, Tamar",WOS:000604958000001
"Estrin, Deborah",WOS:000604958000001
"Sharon, Tamar",WOS:000604958000001
"Khoury, Muin J.",WOS:000604958000001
"Lucivero, Federica",WOS:000604958000001
"Schork, Nicholas J.",WOS:000604958000001
"Collins, Francis S.",WOS:000604958000001
"Nafus, Dawn",WOS:000604958000001
"Ruckenstein, Minna",WOS:000604958000001
"Chen, Zhengming",WOS:000604958000001
"Snyder, Michael",WOS:000604958000001
"Haggerty, KD",WOS:000604958000001
"Turkle, S",WOS:000604958000001
"Van Den Eede, Y",WOS:000604958000001
"Ihde, D.",WOS:000604958000001
"Snyder, M.",WOS:000604958000001
"Mol, Annemarie",WOS:000604958000001
"Hine, C",WOS:000604958000001
"Verbeek, P-P.",WOS:000604958000001
"Foucault, M.",WOS:000604958000001
"Lupton, D",WOS:000604958000001
"Shah, N",WOS:000604958000001
"Gibbs, RW",WOS:000604958000001
"Lupton, D",WOS:000604958000001
"Mol, Annemarie",WOS:000604958000001
"Freud, S",WOS:000604958000001
"Van Den Eede, Y.",WOS:000604958000001
"Foucault, M",WOS:000604958000001
"Hood, L",WOS:000604958000001
"Mol, A.",WOS:000604958000001
"Haraway, DJ",WOS:000604958000001
"Jung, CG",WOS:000604958000001
"Zwart, H.",WOS:000604958000001
"Henning, Brian G.",WOS:000517008500001
"Fox, Nick J.",WOS:000517008500001
"Feely, Michael",WOS:000517008500001
"Rigolot, Cyrille",WOS:000517008500001
"Garcia, Maria Mancilla",WOS:000517008500001
"Ives, Christopher D.",WOS:000517008500001
"Cielemecka, Olga",WOS:000517008500001
"Bladow, Kyle",WOS:000517008500001
"Posthumus, D. C.",WOS:000517008500001
"Lejano, Raul P.",WOS:000517008500001
"Jax, Kurt",WOS:000517008500001
"Preiser, Rika",WOS:000517008500001
"Saxena, Alder Keleman",WOS:000517008500001
"Wamsler, Christine",WOS:000517008500001
"Lange, Elizabeth A.",WOS:000517008500001
"O'Neil, Joy Kcenia",WOS:000517008500001
"Boegel, Paula Maria",WOS:000517008500001
"Barile, Sergio",WOS:000517008500001
"Kaaronen, Roope Oskari",WOS:000517008500001
"Hoerl, Erich",WOS:000517008500001
"Schuhmacher, Sebastian",WOS:000517008500001
"Malin, Stephanie A.",WOS:000517008500001
"Baker, Tom",WOS:000517008500001
"Abson, David J.",WOS:000517008500001
"Bozalek, Vivienne",WOS:000517008500001
"Miller, J",WOS:000517008500001
"O'Brien, Karen L.",WOS:000517008500001
"Muraca, Barbara",WOS:000517008500001
"Todd, Zoe",WOS:000517008500001
"Darnhofer, Ika",WOS:000517008500001
"Varela, FJ",WOS:000517008500001
"Manuel-Navarrete, David",WOS:000517008500001
"Ims, Knut J.",WOS:000517008500001
"Datta, Ranjan",WOS:000517008500001
"Craps, M.",WOS:000517008500001
"Mazzei, Lisa A.",WOS:000517008500001
"Kaijser, Anna",WOS:000517008500001
"Williams, Lewis",WOS:000517008500001
"Messersmith-Glavin, Paul",WOS:000517008500001
"Garud, Raghu",WOS:000517008500001
"Stout, Margaret",WOS:000517008500001
"McFarlane, C.",WOS:000517008500001
"Kirksey, S. Eben",WOS:000517008500001
"Mohai, Paul",WOS:000517008500001
"Salmon, E",WOS:000517008500001
"HARAWAY, D",WOS:000517008500001
"ZADEH, LA",WOS:000517008500001
"Latour, B.",WOS:000517008500001
"Wildman, W.J.",WOS:000517008500001
"Mackinnon, A",WOS:000517008500001
"Ulanowicz, R.E.",WOS:000517008500001
"Shiva, V.",WOS:000517008500001
"Plant, J.",WOS:000517008500001
"Esbjorn-Hargens, S.",WOS:000517008500001
"Slocombe, L.",WOS:000517008500001
"Alaimo, Stacey",WOS:000517008500001
"DeLanda, M.",WOS:000517008500001
"Cobb, J.B",WOS:000517008500001
"Smuts, J. C.",WOS:000517008500001
"Freinacht, H.",WOS:000517008500001
"Robbins, P.",WOS:000517008500001
"Carder, E.F",WOS:000517008500001
"Nicolescu, Basarab",WOS:000517008500001
"Meadows, D.",WOS:000517008500001
"Singer, P.",WOS:000517008500001
"Griffin, David Ray.",WOS:000517008500001
"Angerer, M-L.",WOS:000517008500001
Stengers,WOS:000517008500001
"Mickey, S",WOS:000517008500001
"Protevi, John",WOS:000517008500001
"Escobar, Arturo",WOS:000517008500001
"Van Breda, J",WOS:000517008500001
"Whitehead, Alfred N.",WOS:000517008500001
"Wilber, K",WOS:000517008500001
Morton,WOS:000517008500001
Gullion,WOS:000517008500001
"Hill, C.M.",WOS:000517008500001
"Plumwood, Val",WOS:000517008500001
"Crenshaw, K.",WOS:000517008500001
"Kassel, K.",WOS:000517008500001
"Netherwood, K",WOS:000517008500001
"Ruether, Rosemary Radfor",WOS:000517008500001
"de la Bellacasa, Maria Puig",WOS:000517008500001
"Merchant, C.",WOS:000517008500001
"Chilvers, J",WOS:000517008500001
"Barad, K.",WOS:000517008500001
"Gaard, G.",WOS:000517008500001
"May, T.",WOS:000517008500001
"Zylinska, J.",WOS:000517008500001
"Morton, T.",WOS:000517008500001
"Thompson, E",WOS:000517008500001
"Radford Ruether, Rosemary",WOS:000517008500001
"Steup, Matthias",WOS:000517008500001
"Fisher, A",WOS:000517008500001
"White, D.F.",WOS:000517008500001
"Gaard, Greta",WOS:000517008500001
"Clark, A.",WOS:000517008500001
"Bennett, J.",WOS:000517008500001
"Halewood, M",WOS:000517008500001
"Slaby, Jan",WOS:000517008500001
"Bookchin, M",WOS:000517008500001
"Hodder, Ian.",WOS:000517008500001
"Bonta, M.",WOS:000517008500001
"Pascual, U",WOS:000517008500001
"Doucet, A",WOS:000517008500001
"Smith, A",WOS:000517008500001
"Taylor, A",WOS:000517008500001
"Henning, B.",WOS:000517008500001
"Latour, B.",WOS:000517008500001
"Braidotti, Rosi",WOS:000517008500001
"Kauffman, S.",WOS:000517008500001
"Latour, B",WOS:000517008500001
"O'Brien, K.",WOS:000517008500001
"Mcphie, J",WOS:000517008500001
"Smith, T.S.J.",WOS:000517008500001
"Varela, FJ.",WOS:000517008500001
"Capra, F.",WOS:000517008500001
"MICKEY, S.",WOS:000517008500001
"Haraway, Donna",WOS:000517008500001
"Krueger, Joel",WOS:000616764100018
"Becchio, Cristina",WOS:000616764100018
"Moskalewicz, Marcin",WOS:000616764100018
"Bolis, Dimitris",WOS:000616764100018
"Bolis, Dimitris",WOS:000616764100018
"Gallese, Vittorio",WOS:000616764100018
"Colombetti, Giovanna",WOS:000616764100018
"Spaulding, Shannon",WOS:000616764100018
"Ingerslev, Line Ryberg",WOS:000616764100018
"Hoffman, Ginger A.",WOS:000616764100018
"Krueger, Joel",WOS:000616764100018
"Schilbach, Leonhard",WOS:000616764100018
"Michael, John",WOS:000616764100018
"Kiverstein, Julian",WOS:000616764100018
"Newen, Albert",WOS:000616764100018
"Colombetti, Giovanna",WOS:000616764100018
"Komeda, Hidetsugu",WOS:000616764100018
"Fuchs, Thomas",WOS:000616764100018
"Gallagher, Shaun",WOS:000616764100018
"Gallagher, Shaun",WOS:000616764100018
"Rietveld, Erik",WOS:000616764100018
"Begeer, Sander",WOS:000616764100018
"Gallagher, Shaun",WOS:000616764100018
"Rochat, Magali J.",WOS:000616764100018
"Schilbach, Leonhard",WOS:000616764100018
"Walter, Henrik",WOS:000616764100018
"Whyatt, Caroline",WOS:000616764100018
"Eigsti, Inge-Marie",WOS:000616764100018
"Stephan, Achim",WOS:000616764100018
"Boria, Sonia",WOS:000616764100018
"Varga, Somogy",WOS:000616764100018
"Varga, Somogy",WOS:000616764100018
"De Jaegher, Hanne",WOS:000616764100018
"Srinivasan, Sudha M.",WOS:000616764100018
"Donnellan, Anne M.",WOS:000616764100018
"Ratcliffe, Matthew",WOS:000616764100018
"Blanche, Erna Imperatore",WOS:000616764100018
"Gangopadhyay, Nivedita",WOS:000616764100018
"Gray, Kurt",WOS:000616764100018
"McNeill, W. E. S.",WOS:000616764100018
"Krueger, Joel",WOS:000616764100018
"Krueger, Joel",WOS:000616764100018
"Nizzi, Marie-Christine",WOS:000616764100018
"Sprevak, Mark",WOS:000616764100018
"Erkkila, Jaakko",WOS:000616764100018
"Jacob, Pierre",WOS:000616764100018
"Kendler, K. S.",WOS:000616764100018
"Maiese, M",WOS:000616764100018
"Philip, R. C. M.",WOS:000616764100018
"Rogier, Ophelie",WOS:000616764100018
"Atkinson, Anthony P.",WOS:000616764100018
"McGeer, Victoria",WOS:000616764100018
"Wiltermuth, Scott S.",WOS:000616764100018
"Hobson, R. Peter",WOS:000616764100018
"Reed, Catherine L.",WOS:000616764100018
"Hubert, B.",WOS:000616764100018
"Hamilton, Antonia F. de C.",WOS:000616764100018
"Blake, Randolph",WOS:000616764100018
"Talwar, Nakul",WOS:000616764100018
"Ramachandran, Vilayanur S.",WOS:000616764100018
"Rutherford, M. D.",WOS:000616764100018
"Happe, Francesca",WOS:000616764100018
"Ashwin, Chris",WOS:000616764100018
"Golan, O",WOS:000616764100018
"Grube, Michael",WOS:000616764100018
"Mottron, L",WOS:000616764100018
"Piontelli, Alessandra",WOS:000616764100018
"Dakin, S",WOS:000616764100018
"Insel, TR",WOS:000616764100018
"Bruneau, N",WOS:000616764100018
"Lakin, JL",WOS:000616764100018
"Heaton, P",WOS:000616764100018
"Hill, EL",WOS:000616764100018
"Klin, A",WOS:000616764100018
"Bonnel, A",WOS:000616764100018
"Wellman, HM",WOS:000616764100018
"McGeer, V",WOS:000616764100018
"Teunisse, JP",WOS:000616764100018
"Happe, F",WOS:000616764100018
"Hobson, RP",WOS:000616764100018
"Leary, MR",WOS:000616764100018
"Swettenham, J",WOS:000616764100018
"Yung, AR",WOS:000616764100018
"THAUT, MH",WOS:000616764100018
"RUTTER, M",WOS:000616764100018
"BARONCOHEN, S",WOS:000616764100018
"RUNESON, S",WOS:000616764100018
"MORRISON, RL",WOS:000616764100018
"AZRIN, NH",WOS:000616764100018
"Stout, R.",WOS:000616764100018
DARROW AA,WOS:000616764100018
BAUBY JD,WOS:000616764100018
"Hobson, P.",WOS:000616764100018
"Overgaard, S.",WOS:000616764100018
"Colombetti, G.",WOS:000616764100018
"De Jaegher, H.",WOS:000616764100018
"Overgaard, S.",WOS:000616764100018
"Doan, M.",WOS:000616764100018
"Jaspers, K.",WOS:000616764100018
"Hufendiek, R.",WOS:000616764100018
"Scheler, M.",WOS:000616764100018
"Krueger, J.",WOS:000616764100018
"Krueger, J.",WOS:000616764100018
"Runeson, S.",WOS:000616764100018
"Grandin, T.",WOS:000616764100018
"Varela, F. J.",WOS:000616764100018
"Hobson, P.",WOS:000616764100018
GALLAGHER S,WOS:000616764100018
"Merleau-Ponty, M.",WOS:000616764100018
"Stern, D.",WOS:000616764100018
"Good, J. M. M",WOS:000616764100018
"Krueger, J.",WOS:000616764100018
"Rumke, HC.",WOS:000616764100018
"Noe, Alva",WOS:000616764100018
"Kivy, P.",WOS:000616764100018
"Bernieri, F.J.",WOS:000616764100018
"Fuchs, Thomas.",WOS:000616764100018
"Stern, D.N.",WOS:000616764100018
"Fincher, R.",WOS:000562745200017
"Piccinini, P",WOS:000562745200017
"Braidotti, R.",WOS:000562745200017
"Braidotti, Rosi",WOS:000562745200017
"Bishop, Sophie",WOS:000529735100001
"Tassinari, Arianna",WOS:000529735100001
"Morelli, Michael",WOS:000529735100001
"Peters, Ted",WOS:000529735100001
"Tirosh-Samuelson, Hava",WOS:000529735100001
"Singler, Beth",WOS:000529735100001
"Singler, Beth",WOS:000529735100001
"Tamatea, Laurence",WOS:000529735100001
"Herzfeld, N",WOS:000529735100001
"Singler, B",WOS:000529735100001
"BOSTROM, Nick",WOS:000529735100001
"Bender, Courtney",WOS:000529735100001
"Fenn, RK",WOS:000529735100001
"Otto, Rudolf.",WOS:000529735100001
"Bostrom, N",WOS:000529735100001
"Ward, G.",WOS:000529735100001
"Singler, Beth",WOS:000529735100001
"Goertzel, B",WOS:000529735100001
ELLISON H,WOS:000529735100001
"Herzfeld, N",WOS:000529735100001
"Reed, R.",WOS:000529735100001
"Prisco, Guilio",WOS:000529735100001
"Clarke, A",WOS:000529735100001
"Virk, R",WOS:000529735100001
"Howe, M",WOS:000529735100001
"Pirsig, R. M.",WOS:000529735100001
"Carlin, Nathan",WOS:000588385900004
"Sainsbury, Lisa",WOS:000588385900004
"Day, Giskin",WOS:000588385900004
"Steffen, Will",WOS:000588385900004
"Dobrin, Sidney I.",WOS:000588385900004
"Bigger, Stephen",WOS:000588385900004
"Arva, Eugene L.",WOS:000588385900004
"Jaques, Zoe",WOS:000588385900004
"Clements, Toby",WOS:000588385900004
"Jorgensen, SE",WOS:000588385900004
"Ness, P.",WOS:000588385900004
"Haraway, D. J.",WOS:000588385900004
"Bruder, Jessica",WOS:000588385900004
Jorgensen,WOS:000588385900004
Pourgiv,WOS:000588385900004
"Michael, M. A.",WOS:000588385900004
"Scott, Niall",WOS:000588385900004
"Wheeler, Kate",WOS:000588385900004
"de Sio, Filippo Santoni",WOS:000581950700003
"Sharkey, Amanda",WOS:000581950700003
"Miller, Lantz Fleming",WOS:000581950700003
"Zhang, Zhijun",WOS:000581950700003
"Hauskeller, M",WOS:000581950700003
"Sharkey, Amanda",WOS:000581950700003
"Sharkey, Noel",WOS:000581950700003
"Helmreich, Rebecca J",WOS:000581950700003
"Appelbaum, Paul S.",WOS:000581950700003
"Bramstedt, KA",WOS:000581950700003
"Feigenbaum, EA",WOS:000581950700003
"Schweizer, P",WOS:000581950700003
"KOHRMAN, A",WOS:000581950700003
"HAUSER, L",WOS:000581950700003
"Harnad, S.",WOS:000581950700003
"Bion, WS",WOS:000581950700003
"Cavalieri, P",WOS:000581950700003
"Turing, A M.",WOS:000581950700003
"Rollin, B",WOS:000581950700003
"Lenza, M.",WOS:000581950700003
Arkin,WOS:000581950700003
"Hu, E",WOS:000581950700003
"Humphrey, Laude",WOS:000581950700003
"Sharkey, N",WOS:000581950700003
"Singer, Peter",WOS:000581950700003
"Mann, A.",WOS:000581950700003
"Bryson, J",WOS:000581950700003
"Bryson, JJ.",WOS:000581950700003
"Faden, R",WOS:000581950700003
"Harnad, S",WOS:000581950700003
"Feinberg, J.",WOS:000581950700003
"O'Connell, ME",WOS:000581950700003
"Bryson, J.",WOS:000581950700003
"Zhang, J",WOS:000581950700003
"Orloff, Carolina",WOS:000571739700001
"Bernstein, Andrew",WOS:000571739700001
"Bernhoft, Robin A.",WOS:000571739700001
"Kramer, M",WOS:000571739700001
"HARAWAY, D",WOS:000571739700001
"KNIGHT, TJ",WOS:000571739700001
"Raible, W",WOS:000571739700001
"YURKIEVICH, Saul",WOS:000571739700001
"Todorov, Tzvetan",WOS:000571739700001
"Poll, V",WOS:000571739700001
