cited_author,wos-uid
"Colombetti, G.",WOS:000662110300001
"Rotman, B",WOS:000662110300001
"Manning, E.",WOS:000662110300001
"Johnson, M.",WOS:000662110300001
"Foster, S.",WOS:000662110300001
"Lee, H.R.",WOS:000662110300001
"Johnson, M",WOS:000662110300001
"Madigan, T.",WOS:000662110300001
"Latour, B",WOS:000662110300001
"Dimitrova, Z",WOS:000662110300001
"Hoorn, JF.",WOS:000662110300001
"Jones, RA.",WOS:000662110300001
"Saunders, R.",WOS:000662110300001
"Ziemke, T.",WOS:000662110300001
Ala,WOS:000662110300001
"Camargo, Emerson Lucas Silva",WOS:000801196200001
"Hyndman, Iain",WOS:000801196200001
"Pienaar, Kiran",WOS:000801196200001
"Jongen, Vita W.",WOS:000801196200001
"Reyniers, Thijs",WOS:000801196200001
"van Bilsen, Ward P. H.",WOS:000801196200001
"Chow, Eric P. F.",WOS:000801196200001
"Linnemayr, Sebastian",WOS:000801196200001
"Quinn, Katherine G.",WOS:000801196200001
"Stephenson, Rob",WOS:000801196200001
"Starks, Tyrel J.",WOS:000801196200001
"Hammoud, Mohamed A.",WOS:000801196200001
"Chow, Eric P. F.",WOS:000801196200001
"Bavinton, Benjamin R.",WOS:000801196200001
"Sanchez, Travis H.",WOS:000801196200001
"Holt, Martin",WOS:000801196200001
"Hammoud, Mohamed A.",WOS:000801196200001
"Bavinton, Benjamin R.",WOS:000801196200001
"Kim, HJ",WOS:000801196200001
"Lerman, PM.",WOS:000801196200001
"Purtill, J",WOS:000801196200001
"de Sousa, AFL.",WOS:000801196200001
"Andrews, D",WOS:000801196200001
"Laschon, E",WOS:000801196200001
"Andrews, The Hon Daniel",WOS:000801196200001
NA,MEDLINE:34938948
"Spath, Jana",WOS:000787775900076
"Di Cicco, Mattia",WOS:000787775900076
"Fu, Qiuguo",WOS:000787775900076
"Spath, Jana",WOS:000787775900076
"Agerstrand, Marlene",WOS:000787775900076
"Love, Adrian C.",WOS:000787775900076
"Spath, Jana",WOS:000787775900076
"Jiang, Yazhou",WOS:000787775900076
"Di Nica, Valeria",WOS:000787775900076
"Gauthier, Patrick T.",WOS:000787775900076
"Al-Badran, Ali Abdulameer",WOS:000787775900076
"Previsic, Ana",WOS:000787775900076
"Chong, Jasmine",WOS:000787775900076
"Hidalgo, Kevin",WOS:000787775900076
"Rodrigues, Carolina",WOS:000787775900076
"Bownik, Adam",WOS:000787775900076
"Kuemmerer, Klaus",WOS:000787775900076
"Schroeder-Spain, K.",WOS:000787775900076
"Jonsson, Micael",WOS:000787775900076
"Mehdi, Hossein",WOS:000787775900076
"Venter, Leonie",WOS:000787775900076
"Garreta-Lara, Elba",WOS:000787775900076
"Nielsen, Majken Elley",WOS:000787775900076
"Teixeira, Pedro F.",WOS:000787775900076
"Du, Sherry N. N.",WOS:000787775900076
"Rodrigues, Andreia C. M.",WOS:000787775900076
"Dwyer, Georgia K.",WOS:000787775900076
"Rodriguez, Alvaro",WOS:000787775900076
"Simmons, D. B. D.",WOS:000787775900076
"Simmons, D. B. D.",WOS:000787775900076
"Janssens, Lizanne",WOS:000787775900076
"Roznere, Ieva",WOS:000787775900076
"De Castro-Catala, N.",WOS:000787775900076
"Rohart, Florian",WOS:000787775900076
"Finotello, Simone",WOS:000787775900076
"Cao, Chen",WOS:000787775900076
"Chou, Hsuan",WOS:000787775900076
"Yang, Yi",WOS:000787775900076
"McCallum, Erin S.",WOS:000787775900076
"Cappello, Tiziana",WOS:000787775900076
"Cappello, Tiziana",WOS:000787775900076
"Gorrochategui, Eva",WOS:000787775900076
"Aru, Violetta",WOS:000787775900076
"Rodrigues, Andreia C. M.",WOS:000787775900076
"Melvin, Steven D.",WOS:000787775900076
"Tufi, Sara",WOS:000787775900076
"Ch, Ratnasekhar",WOS:000787775900076
"Pisa, L. W.",WOS:000787775900076
"Chen, Xingxiang",WOS:000787775900076
"Ternes, Thomas",WOS:000787775900076
"Eggen, Rik I. L.",WOS:000787775900076
"Yuan, Dongjuan",WOS:000787775900076
"Leonard, Jeremy A.",WOS:000787775900076
"Bossus, Maryline C.",WOS:000787775900076
"Cappello, Tiziana",WOS:000787775900076
"Luo, Yunlong",WOS:000787775900076
"Jonsson, M.",WOS:000787775900076
"Ji, Chenglong",WOS:000787775900076
"Agbo, Stanley O.",WOS:000787775900076
"Janssens, Lizanne",WOS:000787775900076
"Maity, Suman",WOS:000787775900076
"Stoks, Robby",WOS:000787775900076
"Karanova, M. V.",WOS:000787775900076
"Tikunov, Andrey P.",WOS:000787775900076
"Ashauer, Roman",WOS:000787775900076
"Sardo, A. M.",WOS:000787775900076
"Leroy, D.",WOS:000787775900076
"Zorita, Saioa",WOS:000787775900076
"Van Gossum, Hans",WOS:000787775900076
"Brodin, Tomas",WOS:000787775900076
"De Lange, H. J.",WOS:000787775900076
"Michaud, M. Robert",WOS:000787775900076
"Smith, Brian R.",WOS:000787775900076
"Felten, V.",WOS:000787775900076
"Monserrat, Jos M.",WOS:000787775900076
"Hines, Adam",WOS:000787775900076
"Gulcin, I",WOS:000787775900076
"Tanguy, A",WOS:000787775900076
"Brodin, T",WOS:000787775900076
"Gullberg, J",WOS:000787775900076
"Heberer, T",WOS:000787775900076
"Ternes, TA",WOS:000787775900076
"TREIT, D",WOS:000787775900076
"SIMPSON, JW",WOS:000787775900076
"Ernest, SKM.",WOS:000787775900076
"Sparrow, Robert",WOS:000784975800002
"Scheufele, Dietram A.",WOS:000784975800002
"Klingler, Corinna",WOS:000784975800002
"Walters, LeRoy",WOS:000784975800002
"Jonlin, Erica C.",WOS:000784975800002
"Andorno, Roberto",WOS:000784975800002
"Ranisch, Robert",WOS:000784975800002
"Botkin, Jeffrey R.",WOS:000784975800002
"Baylis, Francoise",WOS:000784975800002
"Jedwab, Abbie",WOS:000784975800002
"Cwik, Bryan",WOS:000784975800002
"Schaefer, G. Owen",WOS:000784975800002
"Zhang, F.",WOS:000784975800002
"McGee, Andrew",WOS:000784975800002
"Nordberg, Ana",WOS:000784975800002
"Segers, Seppe",WOS:000784975800002
"Primc, Nadia",WOS:000784975800002
"Niemiec, Emilia",WOS:000784975800002
"Almeida, Mara",WOS:000784975800002
"Li, Hongyi",WOS:000784975800002
"Beriain, Inigo de Miguel",WOS:000784975800002
"Ranisch, Robert",WOS:000784975800002
"Drabiak, Katherine",WOS:000784975800002
"Lea, Rebecca A.",WOS:000784975800002
"Karavani, Ehud",WOS:000784975800002
"Hammerstein, Alix Lenia, V",WOS:000784975800002
"Rulli, Tina",WOS:000784975800002
"Gyngell, Christopher",WOS:000784975800002
"Greely, Henry T.",WOS:000784975800002
"Ranisch, Robert",WOS:000784975800002
"Raposo, Vera Lucia",WOS:000784975800002
"Cyranoski, David",WOS:000784975800002
"Wolf, Don P.",WOS:000784975800002
"Wang, Haoyi",WOS:000784975800002
"Feeney, Oliver",WOS:000784975800002
"Coller, Barry S.",WOS:000784975800002
"Baylis, Francoise",WOS:000784975800002
"Porteus, Matthew H.",WOS:000784975800002
"Lander, Eric",WOS:000784975800002
"Lovell-Badge, Robin",WOS:000784975800002
"Daley, George Q.",WOS:000784975800002
"van Dijke, Ivy",WOS:000784975800002
"Brokowski, Carolyn",WOS:000784975800002
"Boardman, Felicity K.",WOS:000784975800002
"Krimsky, Sheldon",WOS:000784975800002
"De Wert, Guido",WOS:000784975800002
"Steffann, Julie",WOS:000784975800002
"Dzau, Victor J.",WOS:000784975800002
"de Miguel Beriain, Inigo",WOS:000784975800002
"Guttinger, Stephan",WOS:000784975800002
"Baylis, Francoise",WOS:000784975800002
"Rehmann-Sutter, Christoph",WOS:000784975800002
"Cavaliere, Giulia",WOS:000784975800002
"Gaskell, George",WOS:000784975800002
"Hyun, Insoo",WOS:000784975800002
"Sorgner, Stefan Lorenz",WOS:000784975800002
"Mulvihill, John J.",WOS:000784975800002
"Ranisch, Robert",WOS:000784975800002
"Sykora, Peter",WOS:000784975800002
"Barrangou, Rodolphe",WOS:000784975800002
"Gyngell, Christopher",WOS:000784975800002
"Scheufele, Dietram A.",WOS:000784975800002
"Koenig, Harald",WOS:000784975800002
"Baylis, Francoise",WOS:000784975800002
"Scally, Aylwyn",WOS:000784975800002
"Janssens, A. Cecile J. W.",WOS:000784975800002
"Bayefsky, Michelle J",WOS:000784975800002
"Vassena, R.",WOS:000784975800002
"Baumann, Martina",WOS:000784975800002
"Blendon, Robert J.",WOS:000784975800002
"Jasanoff, Sheila",WOS:000784975800002
"Isasi, R.",WOS:000784975800002
"Evitt, Niklaus H.",WOS:000784975800002
"Savulescu, Julian",WOS:000784975800002
"Altshuler, David M.",WOS:000784975800002
"Mertes, Heidi",WOS:000784975800002
"Smolenski, Joanna",WOS:000784975800002
"Ledford, Heidi",WOS:000784975800002
"Ishii, Tetsuya",WOS:000784975800002
"Liang, Puping",WOS:000784975800002
"Lander, Eric S.",WOS:000784975800002
"Dance, Amber",WOS:000784975800002
"Bosley, Katrine S.",WOS:000784975800002
"Gyngell, Chris",WOS:000784975800002
"Baltimore, David",WOS:000784975800002
"Lanphier, Edward",WOS:000784975800002
"Araki, Motoko",WOS:000784975800002
"Doudna, Jennifer A.",WOS:000784975800002
"Gupta, Rajat M.",WOS:000784975800002
"Hsu, Patrick D.",WOS:000784975800002
"Niu, Yuyu",WOS:000784975800002
"Fu, Wenqing",WOS:000784975800002
"Gaj, Thomas",WOS:000784975800002
"Shulman, Carl",WOS:000784975800002
"Cong, Le",WOS:000784975800002
"Jinek, Martin",WOS:000784975800002
"Peden, John F.",WOS:000784975800002
"Conrad, Donald F.",WOS:000784975800002
"Delaney, James J.",WOS:000784975800002
"Scully, Jackie Leach",WOS:000784975800002
"Fenton, Elizabeth",WOS:000784975800002
"Soini, S.",WOS:000784975800002
"Cutas, DE",WOS:000784975800002
"Sermon, K",WOS:000784975800002
"Paul, Diane B.",WOS:000784975800002
"Hayry, M",WOS:000784975800002
"Bayertz, K",WOS:000784975800002
"Kass, Leon R",WOS:000784975800002
"Carter, Lucy",WOS:000784975800002
"Annas, GJ",WOS:000784975800002
"Savulescu, J",WOS:000784975800002
"Venter, JC",WOS:000784975800002
"Richter, G",WOS:000784975800002
"Agar, Nicholas",WOS:000784975800002
"Cruz-Coke, R",WOS:000784975800002
"Juengst, ET",WOS:000784975800002
"Buchanan, A",WOS:000784975800002
"RESNIK, D",WOS:000784975800002
"LAPPE, M",WOS:000784975800002
"LI, WH",WOS:000784975800002
"ANDERSON, WF",WOS:000784975800002
"SINSHEIMER, RL",WOS:000784975800002
"Collins, F",WOS:000784975800002
"HOWARD, TED",WOS:000784975800002
"Regalado, A.",WOS:000784975800002
"Feinberg, J.",WOS:000784975800002
"Asch, A.",WOS:000784975800002
"Parens, E",WOS:000784975800002
"Sandel, MJ",WOS:000784975800002
"Iltis, AS.",WOS:000784975800002
"de Araujo, M.",WOS:000784975800002
"Beauchamp, TL.",WOS:000784975800002
"Davies, K.",WOS:000784975800002
"Kirksey, Eben",WOS:000784975800002
"Glover, J.",WOS:000784975800002
"Ranisch, R.",WOS:000784975800002
"Ranisch, Robert",WOS:000784975800002
"Annas, GJ.",WOS:000784975800002
"Silver, Lee M.",WOS:000784975800002
"Habermas, Jurgen",WOS:000784975800002
"Fukuyama, F.",WOS:000784975800002
"Melillo, TR.",WOS:000784975800002
Juengst,WOS:000784975800002
"Shakespeare, T.",WOS:000784975800002
"Greely, HT.",WOS:000784975800002
"Buchanan, A.",WOS:000784975800002
"Calo, Z.",WOS:000784975800002
"Asch, A.",WOS:000784975800002
"Ramsey, P.",WOS:000784975800002
"Mamak, Kamil",WOS:000781159900002
"Coeckelbergh, Mark",WOS:000781159900002
"Gibert, Martin",WOS:000781159900002
"Munn, Nick",WOS:000781159900002
"Duff, R. A.",WOS:000781159900002
"Mamak, Kamil",WOS:000781159900002
"Viik, T.",WOS:000781159900002
"Veliz, Carissa",WOS:000781159900002
"Mamak, Kamil",WOS:000781159900002
"Ryland, Helen",WOS:000781159900002
"Sparrow, Robert",WOS:000781159900002
"Mosakas, Kestutis",WOS:000781159900002
"Herring, J",WOS:000781159900002
"Danaher, John",WOS:000781159900002
"Danaher, John",WOS:000781159900002
"Doering, Nicola",WOS:000781159900002
"Hildt, Elisabeth",WOS:000781159900002
"Coeckelbergh, Mark",WOS:000781159900002
"Bryson, Joanna J.",WOS:000781159900002
"Gunkel, D. J.",WOS:000781159900002
"Chiao, Vincent",WOS:000781159900002
"Danaher, John",WOS:000781159900002
"Carter, J. Adam",WOS:000781159900002
"de Graaf, Maartje M. A.",WOS:000781159900002
"Calo, Ryan",WOS:000781159900002
"Lee, Ambrose Y. K.",WOS:000781159900002
"Harel, Alon",WOS:000781159900002
"Coeckelbergh, Mark",WOS:000781159900002
"Coeckelbergh, Mark",WOS:000781159900002
"Levy, David",WOS:000781159900002
"Himma, Kenneth Einar",WOS:000781159900002
"Malsch, Marijke",WOS:000781159900002
"Floridi, L",WOS:000781159900002
"Sparrow, R.",WOS:000781159900002
"Kolodny, N",WOS:000781159900002
"Clark, A",WOS:000781159900002
"FRIEDMAN, M",WOS:000781159900002
"KADISH, SH",WOS:000781159900002
"Cappuccio, M.L.",WOS:000781159900002
"Levy, David",WOS:000781159900002
"Turner, J",WOS:000781159900002
"Reiter, KA",WOS:000781159900002
"Sullins, JP",WOS:000781159900002
"Barczak- Oplustil, A",WOS:000781159900002
"Zontek, W",WOS:000781159900002
"Loh, J",WOS:000781159900002
"Coeckelbergh, M",WOS:000781159900002
"Budyn-Kulik, M",WOS:000781159900002
"Birhane, A",WOS:000781159900002
"Kingwell, M.",WOS:000781159900002
"Derlatka, M",WOS:000781159900002
"Kingwell, M",WOS:000781159900002
"Beale, Sara Sun",WOS:000781159900002
"Saetra, HS",WOS:000781159900002
"Darling, K.",WOS:000781159900002
"Bennett, Christopher",WOS:000781159900002
"Husak, D",WOS:000781159900002
"Barczak-Oplustil, A",WOS:000781159900002
"Gellers, JC.",WOS:000781159900002
"Cheok, AD",WOS:000781159900002
"Demenko, A",WOS:000781159900002
"Duff, RA.",WOS:000781159900002
"Gordon, J-S",WOS:000781159900002
"Caruso, GD",WOS:000781159900002
"Darling, K",WOS:000781159900002
"Hoskins, Zachary.",WOS:000781159900002
"Smith, JK",WOS:000781159900002
"Fairfield, JAT.",WOS:000781159900002
"Lewna, A",WOS:000781159900002
"Schroder, WM",WOS:000781159900002
"Bryson, JJ.",WOS:000781159900002
"Caruso, G.",WOS:000781159900002
"Blachnio, A",WOS:000781159900002
"Nyholm, S",WOS:000781159900002
"Durkheim, E",WOS:000781159900002
"Wrobel, W",WOS:000781159900002
"Mamak, K",WOS:000781159900002
"Nyholm, Sven.",WOS:000781159900002
"Nyberg, Daniel",WOS:000607012500001
"Gasparin, Marta",WOS:000607012500001
"Clarke, Caroline",WOS:000607012500001
"Latimer, Joanna",WOS:000607012500001
"Hamilton, Lindsay",WOS:000607012500001
"O'Doherty, Damian P.",WOS:000607012500001
"Sayers, Janet Grace",WOS:000607012500001
"Faria, Catia",WOS:000607012500001
"Knights, David",WOS:000607012500001
"Huber, Christian",WOS:000607012500001
"Fudge, Erica",WOS:000607012500001
"Latimer, Joanna",WOS:000607012500001
"Cole, M.",WOS:000607012500001
"Hamilton, L.",WOS:000607012500001
"Asberg, Cecilia",WOS:000607012500001
"Porcher, Jocelyne",WOS:000607012500001
"Hamilton, Lindsay",WOS:000607012500001
"Cole, Matthew",WOS:000607012500001
"van Maanen, John",WOS:000607012500001
"Singer, Peter",WOS:000607012500001
"Tito, Johanna",WOS:000607012500001
"Fox, Michael Allen",WOS:000607012500001
"Calarco, Matthew",WOS:000607012500001
"Steffen, Will",WOS:000607012500001
"Benatar, David",WOS:000607012500001
"Holloway, Lewis",WOS:000607012500001
"Novek, J",WOS:000607012500001
"Grant, D",WOS:000607012500001
"Barad, K",WOS:000607012500001
"Derrida, J",WOS:000607012500001
"SANDERS, CR",WOS:000607012500001
"ABBOTT, A",WOS:000607012500001
"ROLLIN, BE",WOS:000607012500001
"Francione, GL",WOS:000607012500001
"Bauman, Zygmunt",WOS:000607012500001
"Gregor, M",WOS:000607012500001
Braidotti,WOS:000607012500001
"Jones, C",WOS:000607012500001
"Forkasiewicz, K",WOS:000607012500001
"Walker, Alice",WOS:000607012500001
"Bauman, Z.",WOS:000607012500001
"Hamilton, L.",WOS:000607012500001
"Gray, J",WOS:000607012500001
"Halliday, TC",WOS:000607012500001
"Hardy, C.",WOS:000607012500001
"Johnson, T",WOS:000607012500001
"Sorenson, J",WOS:000607012500001
"Banks, S.",WOS:000607012500001
"Bryman, A.",WOS:000607012500001
"Fetterman, DM.",WOS:000607012500001
"Miah, A",WOS:000607012500001
"Nibert, David",WOS:000607012500001
"Eagle, B.",WOS:000607012500001
"Kundera, M",WOS:000607012500001
"Harari, YN.",WOS:000607012500001
"Morgan, K",WOS:000607012500001
"Serres, M",WOS:000607012500001
"Smart, Alan,",WOS:000607012500001
"Parker, I",WOS:000607012500001
"Koot, WCJ",WOS:000607012500001
"Harrison, R",WOS:000607012500001
"Nicolini, D",WOS:000607012500001
"Wadiwel, D",WOS:000607012500001
"Cudworth, E.",WOS:000607012500001
"Mercier, G",WOS:000607012500001
"Kinnear, M",WOS:000607012500001
"Thanem, T.",WOS:000607012500001
"Braidotti, Rosi",WOS:000607012500001
"Bauman, Z.",WOS:000607012500001
"Berreville, O",WOS:000607012500001
"Foucault, Michel.",WOS:000607012500001
"Meyer, Morgan",WOS:000788937100001
"Bendel, O.",WOS:000788937100001
"Oudshoorn, Nelly",WOS:000788937100001
"Ferrari, Arianna",WOS:000788937100001
"Duarte, Barbara Nascimento",WOS:000788937100001
"Rehmann-Sutter, Christoph",WOS:000788937100001
"Rose, N",WOS:000788937100001
"HARAWAY, D",WOS:000788937100001
"FOUCAULT, M",WOS:000788937100001
"Hamraie, A.",WOS:000788937100001
"Pohlmann, E.",WOS:000788937100001
"Link, J",WOS:000788937100001
"Compagna, D.",WOS:000788937100001
"Compagna, D.",WOS:000788937100001
"Sahinol, M",WOS:000788937100001
"Agamben, Giorgio.",WOS:000788937100001
"Sahinol, M.",WOS:000788937100001
"Coenen, C.",WOS:000788937100001
"Braidotti, R.",WOS:000788937100001
"Murray, S",WOS:000788937100001
"Spreen, Dierk",WOS:000788937100001
"Canguilhem, Georges",WOS:000788937100001
"Campbell, Fiona Kumari",WOS:000736397700001
"Svenaeus, F",WOS:000736397700001
"Theurel, Jean",WOS:000736397700001
"Tamari, Tomoko",WOS:000736397700001
"Coeckelbergh, M",WOS:000736397700001
"Shildrick, Margrit",WOS:000736397700001
"Kyselo, Miriam",WOS:000736397700001
"Ott, Katherine",WOS:000736397700001
"Svenaeus, Fredrik",WOS:000736397700001
"Oudshoorn, Nelly",WOS:000736397700001
"Black, Daniel",WOS:000736397700001
"Malafouris, L.",WOS:000736397700001
"Rabier, Christelle",WOS:000736397700001
"Heersmink, Richard",WOS:000736397700001
"Froese, Tom",WOS:000736397700001
"Svenaeus, Fredrik",WOS:000736397700001
"Svenaeus, Fredrik",WOS:000736397700001
"Campbell, FK",WOS:000736397700001
"Wehling, Peter",WOS:000736397700001
"Moser, I.",WOS:000736397700001
"Conrad, P",WOS:000736397700001
"Perry, HR",WOS:000736397700001
"Blume, SS",WOS:000736397700001
"KAZEROONI, H",WOS:000736397700001
"MAUSS, M",WOS:000736397700001
"Serlin, D.",WOS:000736397700001
"Cockelbergh, M.",WOS:000736397700001
"Marx, K.",WOS:000736397700001
"Carel, H.",WOS:000736397700001
Riener,WOS:000736397700001
"Gallagher, Shaun",WOS:000736397700001
"Campbell, F",WOS:000736397700001
ZAHAVI D,WOS:000736397700001
"Crary, Jonathan.",WOS:000736397700001
"Pickstone, J. V.",WOS:000736397700001
"Voskuhl, A.",WOS:000736397700001
"Schillmeier, Michael",WOS:000736397700001
"Gallagher, S.",WOS:000736397700001
"Leder, D.",WOS:000736397700001
Crawford,WOS:000736397700001
Veneman,WOS:000736397700001
"Wioland, L",WOS:000736397700001
"Reiser, S.J.",WOS:000736397700001
"Westermann, B",WOS:000736397700001
"Montero, B.G.",WOS:000736397700001
ROEDER GH,WOS:000736397700001
"Merleau-Ponty, M.",WOS:000736397700001
"Conrad, P.",WOS:000736397700001
"Gallagher, S.",WOS:000736397700001
"Black, D",WOS:000736397700001
"Pons, JL",WOS:000736397700001
"Gallagher, Shaun",WOS:000736397700001
"Sobchack, V.",WOS:000736397700001
"Murphy, R. F",WOS:000736397700001
"Lupton, Deborah.",WOS:000736397700001
"Husserl, E.",WOS:000736397700001
"Droulez, T",WOS:000736397700001
BLUME S,WOS:000736397700001
"McLuhan, M",WOS:000736397700001
"Dalibert, L",WOS:000736397700001
"Pinch, T",WOS:000736397700001
"Gapenne, O.",WOS:000736397700001
"Perry, Heather R.",WOS:000736397700001
"Dolezal, L",WOS:000736397700001
"Verlie, Blanche",WOS:000774850500002
"Cole, Matthew Benjamin",WOS:000774850500002
"Hornsey, Matthew J.",WOS:000774850500002
"Vesely, Stepan",WOS:000774850500002
"Whitmarsh, Lorraine",WOS:000774850500002
"Jylha, Kirsti M.",WOS:000774850500002
"Jylha, Kirsti M.",WOS:000774850500002
"Jylha, Kirsti M.",WOS:000774850500002
"Mangalagiu, Diana",WOS:000774850500002
"Verlie, Blanche",WOS:000774850500002
"Verlie, Blanche",WOS:000774850500002
"Monroe, Martha C.",WOS:000774850500002
"Verlie, Blanche",WOS:000774850500002
"Moser, Susanne C.",WOS:000774850500002
"Bostrom, Ann",WOS:000774850500002
"Walsh, Elizabeth M.",WOS:000774850500002
"Toivonen, Heidi",WOS:000774850500002
"O'Brien, Karen",WOS:000774850500002
"Bloomfield, Emma Frances",WOS:000774850500002
"Fritsche, Immo",WOS:000774850500002
"Milkoreit, Manjana",WOS:000774850500002
"Verlie, Blanche",WOS:000774850500002
"Jugert, Philipp",WOS:000774850500002
"Clarke, Victoria",WOS:000774850500002
"Jacques, Peter J.",WOS:000774850500002
"Jylha, Kirsti M.",WOS:000774850500002
"Bamberg, Sebastian",WOS:000774850500002
"Jylha, Kirsti M.",WOS:000774850500002
"Chen, Mei-Fang",WOS:000774850500002
"Stapleton, Sarah Riggs",WOS:000774850500002
"Kahan, Dan M.",WOS:000774850500002
"Roser-Renouf, Connie",WOS:000774850500002
"Sharman, Amelia",WOS:000774850500002
"Lewandowsky, Stephan",WOS:000774850500002
"van Zomeren, Martijn",WOS:000774850500002
"O'Neill, Saffron J.",WOS:000774850500002
"Schaefer, Mike S.",WOS:000774850500002
"Chakrabarty, Dipesh",WOS:000774850500002
"Hamilton, Lawrence C.",WOS:000774850500002
"van Zorneren, Martijn",WOS:000774850500002
"Kahan, Dan",WOS:000774850500002
"Moser, Susanne C.",WOS:000774850500002
"Koegler, Hans-Herbert",WOS:000774850500002
"Chakrabarty, Dipesh",WOS:000774850500002
"Plumwood, Val",WOS:000774850500002
"Boykoff, Maxwell T.",WOS:000774850500002
"Whitmarsh, Lorraine",WOS:000774850500002
"Minol, Klaus",WOS:000774850500002
"Yamamoto, M",WOS:000774850500002
"Alkire, S",WOS:000774850500002
"Barad, K",WOS:000774850500002
"Weingart, P",WOS:000774850500002
"Norgaard, K. M.",WOS:000774850500002
"Steward, H.",WOS:000774850500002
"Robison, R",WOS:000774850500002
"Clarke, V.",WOS:000774850500002
"Jackson, ST",WOS:000774850500002
"Jylha, KM.",WOS:000774850500002
"Haraway, DJ",WOS:000774850500002
"Taylor, G. W.",WOS:000774850500002
"Westcott, G.",WOS:000774850500002
"Potter, J.",WOS:000774850500002
"Tollemache, R.",WOS:000774850500002
"Zegers, R.",WOS:000774850500002
"Pope, R.",WOS:000774850500002
"Maguire, M",WOS:000774850500002
"Braun, V.",WOS:000774850500002
"Adeney, TJ.",WOS:000774850500002
"Neuendorf, KA",WOS:000774850500002
"Toivonen, H",WOS:000774850500002
"Siperstein, S",WOS:000774850500002
"Lertzman, R.A.",WOS:000774850500002
"Toivonen, H",WOS:000774850500002
"Stoknes, P. E.",WOS:000774850500002
"Christmann, G.",WOS:000774850500002
"Harre, R.",WOS:000774850500002
"Fiskio, Janet",WOS:000774850500002
"Braidotti, R.",WOS:000774850500002
"Marchand, JS.",WOS:000774850500002
"Crist, E.",WOS:000774850500002
"Moser, S. C.",WOS:000774850500002
"Jylha, KM.",WOS:000774850500002
"Brown, Rebecca C. H.",WOS:000772801000002
"Phelan, Alexra L.",WOS:000772801000002
"Abeler, Johannes",WOS:000772801000002
"Bhatia-Lin, Ananya",WOS:000772801000002
"Ahmed, Wasim",WOS:000772801000002
"Thelwall, Mike",WOS:000772801000002
"Ruckenstein, Minna",WOS:000772801000002
"West, Sarah Myers",WOS:000772801000002
"Buchi, Moritz",WOS:000772801000002
"Sharon, Tamar",WOS:000772801000002
"Van den Broeck, Evert",WOS:000772801000002
"Gillespie, Tarleton",WOS:000772801000002
"Gvili, Y",WOS:000772801000002
"Vaughan-Nichols, S",WOS:000772801000002
"Shay, J.",WOS:000772801000002
"Kelion, L",WOS:000772801000002
"Kroger, JL",WOS:000772801000002
"Fauci, A",WOS:000772801000002
"Morozov, E.",WOS:000772801000002
"Claburn, T",WOS:000772801000002
"Pollina, E",WOS:000772801000002
"boyd, d",WOS:000772801000002
"Sharon, T.",WOS:000772801000002
"Simko, L.",WOS:000772801000002
"van Dijk, J.",WOS:000772801000002
"Hamilton, I.A.",WOS:000772801000002
"Braidotti, R.",WOS:000772801000002
"Benjamin, R.",WOS:000772801000002
"Benjamin, R",WOS:000772801000002
"Kennedy, H.",WOS:000772801000002
"Meixner, S",WOS:000772801000002
"Greenleaf, G",WOS:000772801000002
"Rajan, Kaushik Sunder",WOS:000772801000002
"Greenleaf, G",WOS:000772801000002
"Leprince-Ringue, D.",WOS:000772801000002
"Taylor, J.",WOS:000772801000002
"Krivodonova, Lilia",WOS:000766162300002
"Arora, S.",WOS:000766162300002
"Bostrom, N",WOS:000766162300002
"Padmanabhan, T",WOS:000766162300002
"Markus, S.",WOS:000766162300002
"OSHER, S",WOS:000766162300002
"CARR, BJ",WOS:000766162300002
"Courant, R",WOS:000766162300002
"Einstein, A",WOS:000766162300002
"Vault, M",WOS:000766162300002
"Rice, J. R.",WOS:000766162300002
"Glen, S",WOS:000766162300002
"Leslie, J.",WOS:000766162300002
"Myshkis, A.",WOS:000766162300002
"Riemann, B.",WOS:000766162300002
"Whitworth, Brian.",WOS:000766162300002
"Kaiser, J.W.J.",WOS:000766162300002
"Kosky, P.",WOS:000766162300002
"Schultz, MH.",WOS:000766162300002
"Carter, B.",WOS:000766162300002
"Krauss, L.",WOS:000766162300002
"Toro, E F",WOS:000766162300002
"Barrow, JD",WOS:000766162300002
"Barbosa, L.V",WOS:000766162300002
"Busey, A.",WOS:000766162300002
"LeVeque, R.J",WOS:000766162300002
"Penrose, R.",WOS:000766162300002
"Rosiek, Jerry Lee",WOS:000727752800001
"Harlizius-Kluck, Ellen",WOS:000727752800001
"Griffiths, David",WOS:000727752800001
"Pinkard, Nichole",WOS:000727752800001
"Thiel, Jaye Johnson",WOS:000727752800001
"Kuby, Candace R.",WOS:000727752800001
"Kafai, Yasmin B.",WOS:000727752800001
"Buchholz, Beth",WOS:000727752800001
"Buechley, Leah",WOS:000727752800001
"Barad, K",WOS:000727752800001
"WOOSTER, JS",WOS:000727752800001
"Plant, Sadie",WOS:000727752800001
"Peppler, K",WOS:000727752800001
"Barber, Elizabeth Wayland",WOS:000727752800001
"Essinger, James",WOS:000727752800001
"Fernaeus, Ylva",WOS:000727752800001
"Danaher, John",WOS:000766160200003
"Saetra, Henrik Skaug",WOS:000766160200003
"Doering, Nicola",WOS:000766160200003
"Hasse, Cathrine",WOS:000766160200003
"Bodenhagen, Leon",WOS:000766160200003
